№,"item_name","ingredient_name","dosage_and_unit","pharmaceutical_form","packaging","packaging_qty","company","wholesale_price","sale_price","submitted_at"
2963,FLAVAMED FORTE,AMBROXOL HCL,6 mq/ml,Məhlul,Flakon 100 ml,1,"BERLİN-XEMİ AG / MENARİNİ VON HEYDEN GMBH, Almaniya",3.51,4.21,29.11.2016
2964,FLAVOVİR,RUTIN + MALIC ACID,"(0,32 + 0,3) mq",Damcı,Flakon 30 ml,1,"FARMAK İSC / FİTOFARM ÖSC, Ukrayna",21.56,25.87,09.12.2017
2965,FLAZİFİN,D-FRUCTOSE-1.6-DIPHOSPHATE,100 mq/ml,İnfuziya məhlulu üçün toz,Flakon 50 ml,1,"GOURUY FARMASYUTİKAL KO LTD, Çin",20.47,24.56,24.05.2017
2966,FLEBAVEN,DIOSMIN + HESPERIDIN,(450 + 50) mq,Tablet,Blister,32,"KRKA DD, Sloveniya",7.86,9.43,18.05.2018
2967,FLEBODİYA,DIOSMIN,600 mq,Tablet,Blister,15,"İNNOTERA KUZİ, Fransa",11.92,14.30,29.11.2016
2968,FLEBODİYA,DIOSMIN,600 mq,Tablet,Blister,30,"İNNOTERA KUZİ, Fransa",22.11,26.53,29.11.2016
2969,FLEBOZİD,TROXERUTIN + CARBAZOCHROME,(300 + 3) mq,Tablet,Blister,30,"KLEVA SA / QALENİKA SA, Yunanıstan",24.06,28.87,29.11.2016
2970,FLEBOZİD,TROXERUTIN + CARBAZOCHROME,"(50 + 0,5) mq/ml",İnyeksiya üçün məhlul,Ampul 3 ml,10,"KLEVA SA / QALENİKA SA, Yunanıstan",25.84,31.01,29.11.2016
2971,FLEKSBUMİN,ALBUMIN,200 mq/ml,İnfuziya üçün məhlul,Konteyner 50 ml,24,"BAKSTER AG, Avstriya",1456.37,1623.94,29.11.2016
2972,FLEKSBUMİN,ALBUMIN,200 mq/ml,İnfuziya üçün məhlul,Konteyner 100 ml,12,"BAKSTER AG, Avstriya",1241.11,1385.00,29.11.2016
2973,FLEKSİTEL,CLOPIDOGREL,75 mq,Tablet,Blister,14,"BLUEFARMA İNDASTRİA FARMASYUTİKA, Portuqaliya",4.54,5.45,29.11.2016
2974,FLEKSİTEL,CLOPIDOGREL,75 mq,Tablet,Blister,28,"BLUEFARMA İNDASTRİA FARMASYUTİKA, Portuqaliya",8.31,9.97,29.11.2016
2975,FLEKSSA,GLUCOSAMINE SULFATE,1500 mq,Məhlul hazırlamaq üçün toz,Paket,30,"MEQA LAYFSAYNS LTD, Tayland",10.51,12.61,29.11.2016
2976,FLEMOKLAV SOLUTAB,AMOXICILLIN TRIHYDRATE + CLAVULANIC POTASSIUM,"(125 + 31,25) mq",Həllolan tablet,Blister,20,"ASTELLAS FARMA YUROP BV, Niderland",4.32,5.18,29.11.2016
2977,FLEMOKLAV SOLUTAB,AMOXICILLIN TRIHYDRATE + CLAVULANIC POTASSIUM,"(250 + 62,5) mq",Həllolan tablet,Blister,14,"ASTELLAS FARMA YUROP BV, Niderland",6.06,7.27,29.11.2016
2978,FLEMOKLAV SOLUTAB,AMOXICILLIN TRIHYDRATE + CLAVULANIC POTASSIUM,"(250 + 62,5) mq",Həllolan tablet,Blister,20,"ASTELLAS FARMA YUROP BV, Niderland",8.58,10.30,29.11.2016
2979,FLEMOKLAV SOLUTAB,AMOXICILLIN TRIHYDRATE + CLAVULANIC POTASSIUM,(500 + 125) mq,Həllolan tablet,Blister,14,"ASTELLAS FARMA YUROP BV, Niderland",8.88,10.66,29.11.2016
2980,FLEMOKLAV SOLUTAB,AMOXICILLIN TRIHYDRATE + CLAVULANIC POTASSIUM,(500 + 125) mq,Həllolan tablet,Blister,20,"ASTELLAS FARMA YUROP BV, Niderland",12.65,15.18,29.11.2016
2981,FLEMOKLAV SOLUTAB,AMOXICILLIN TRIHYDRATE + CLAVULANIC POTASSIUM,(875 + 125) mq,Həllolan tablet,Blister,14,"ASTELLAS FARMA YUROP BV, Niderland",16.33,19.60,29.11.2016
2982,FLEMOKLAV SOLUTAB,AMOXICILLIN TRIHYDRATE + CLAVULANIC POTASSIUM,(875 + 125) mq,Həllolan tablet,Blister,20,"ASTELLAS FARMA YUROP BV, Niderland",23.21,27.85,29.11.2016
2983,FLEMOKSİN SOLUTAB,AMOXICILLIN TRIHYDRATE,125 mq,Həllolan tablet,Blister,14,"ASTELLAS FARMA YUROP BV, Niderland",2.86,3.43,29.11.2016
2984,FLEMOKSİN SOLUTAB,AMOXICILLIN TRIHYDRATE,125 mq,Həllolan tablet,Blister,20,"ASTELLAS FARMA YUROP BV, Niderland",4.08,4.90,29.11.2016
2985,FLEMOKSİN SOLUTAB,AMOXICILLIN TRIHYDRATE,250 mq,Həllolan tablet,Blister,14,"ASTELLAS FARMA YUROP BV, Niderland",3.82,4.58,29.11.2016
2986,FLEMOKSİN SOLUTAB,AMOXICILLIN TRIHYDRATE,250 mq,Həllolan tablet,Blister,20,"ASTELLAS FARMA YUROP BV, Niderland",4.66,5.59,29.11.2016
2987,FLEMOKSİN SOLUTAB,AMOXICILLIN TRIHYDRATE,500 mq,Həllolan tablet,Blister,14,"ASTELLAS FARMA YUROP BV, Niderland",5.08,6.10,29.11.2016
2988,FLEMOKSİN SOLUTAB,AMOXICILLIN TRIHYDRATE,500 mq,Həllolan tablet,Blister,20,"ASTELLAS FARMA YUROP BV, Niderland",7.26,8.71,29.11.2016
2989,FLEMOKSİN SOLUTAB,AMOXICILLIN TRIHYDRATE,1000 mq,Həllolan tablet,Blister,14,"ASTELLAS FARMA YUROP BV, Niderland",8.68,10.42,29.11.2016
2990,FLEMOKSİN SOLUTAB,AMOXICILLIN TRIHYDRATE,1000 mq,Həllolan tablet,Blister,20,"ASTELLAS FARMA YUROP BV, Niderland",10.64,12.77,29.11.2016
2991,FLİKSONAZ,FLUTICASONE PROPIONATE,50 mkq/doza,Sprey,Flakon 120 doza,1,"QLAKSO VELKOM SA, İspaniya",13.47,16.16,29.11.2016
2992,FLİKSONAZ,FLUTICASONE PROPIONATE,50 mkq/doza,Sprey,Flakon 120 doza,1,"QLAKSOSMİTKLAYN FARMASYUTİKALS SC, Polşa",13.47,16.16,29.11.2016
2993,FLİKSOTİD,FLUTICASONE PROPIONATE,125 mkq/doza,Aerozol,Flakon 60 doza,1,"QLAKSO VELKOM SA, İspaniya",15.38,18.46,29.11.2016
2994,FLİKSOTİD NEBULLAR,FLUTICASONE PROPIONATE,"0,25 mq/ml",İnhalyasiya üçün suspenziya,Nebul 2 ml,10,"QLAKSOSMİTKLAYN AVSTRALİYA PTY LTD, Avstraliya",13.26,15.91,29.11.2016
2995,FLİKSOTİD NEBULLAR,FLUTICASONE PROPIONATE,1 mq/ml,İnhalyasiya üçün suspenziya,Nebul 2 ml,10,"QLAKSOSMİTKLAYN AVSTRALİYA PTY LTD, Avstraliya",40.40,48.48,29.11.2016
2996,FLOGENZİM,RUTIN + BROMELAIN + TRYPSIN,"100 mq + 450 FIP +
1440 (24 μkat)",Tablet,Blister,40,"MUKOS FARMA GMBH VƏ KO KG, Almaniya",29.19,35.03,29.11.2016
2997,FLOGENZİM,RUTIN + BROMELAIN + TRYPSIN,"100 mq + 450 FIP +
1440 (24 μkat)",Tablet,Blister,100,"MUKOS FARMA GMBH VƏ KO KG, Almaniya",45.10,54.12,29.11.2016
2998,FLOGENZİM,RUTIN + BROMELAIN + TRYPSIN,"100 mq + 450 FIP +
1440 (24 μkat)",Tablet,Blister,200,"MUKOS FARMA GMBH VƏ KO KG, Almaniya",87.93,104.11,29.11.2016
2999,FLOGENZİM,RUTIN + BROMELAIN + TRYPSIN,"100 mq + 450 FIP +
1440 (24 μkat)",Tablet,Blister,800,"MUKOS FARMA GMBH VƏ KO KG, Almaniya",291.55,330.99,29.11.2016
3000,FLOKSAL,OFLOXACIN,3 mq/ml,Damcı,Flakon 5 ml,1,"DR GERXARD MANN KİMYƏVİ-ƏCZAÇILIQ MÜƏSSİSƏSİ GMBH, Almaniya",6.64,7.97,29.11.2016
3001,FLOKSAL,OFLOXACIN,3 mq/q,Məlhəm,Tub 3 q,1,"DR GERXARD MANN KİMYƏVİ-ƏCZAÇILIQ MÜƏSSİSƏSİ GMBH, Almaniya",8.84,10.61,29.11.2016
3002,FLOKSAN,OFLOXACIN,200 mq,Tablet,Blister,10,"MUSTAFA NEVZAT İLAÇ SAN VE TİC AŞ, Türkiyə",6.95,8.34,29.11.2016
3003,FLOKSAN,OFLOXACIN,400 mq,Tablet,Blister,5,"MUSTAFA NEVZAT İLAÇ SAN VE TİC AŞ, Türkiyə",7.36,8.83,29.11.2016
3004,FLOKSAN,OFLOXACIN,400 mq,Tablet,Blister,10,"MUSTAFA NEVZAT İLAÇ SAN VE TİC AŞ, Türkiyə",11.59,13.91,29.11.2016
3005,FLOKSAN,OFLOXACIN,2 mq/ml,İnfuziya üçün məhlul,Flakon 100 ml,1,"MUSTAFA NEVZAT İLAÇ SAN VE TİC AŞ / MEFAR İLAÇ SAN AŞ, Türkiyə",8.55,10.26,29.11.2016
3006,FLOKSARİN,OFLOXACIN,2 mq/ml,İnfuziya üçün məhlul,Flakon 100 ml,1,"ROMFARM KOMPANİ SRL, Rumıniya",8.55,10.26,18.05.2018
3007,FLOKSEDOL,OFLOXACIN,3 mq/ml,Damcı,Flakon 10 ml,1,"LABORATORİO EDOL-PRODUTOS FARMACEUTİCOS SA, Portuqaliya",8.27,9.92,24.05.2017
3008,FLOKSEDOL,OFLOXACIN,3 mq/ml,Gel,Flakon 10 ml,1,"LABORATORİO EDOL-PRODUTOS FARMACEUTİCOS SA, Portuqaliya",14.16,16.99,31.07.2018
3009,FLOKSİGEN,OFLOXACIN,3 mq/ml,Damcı,"Flakon 0,5 ml",20,"FARMİGEA SPA, İtaliya",9.79,11.75,12.01.2019
3010,FLOKSİGEN,OFLOXACIN,3 mq/ml,Damcı,Flakon 10 ml,1,"FARMİGEA SPA, İtaliya",7.86,9.43,17.11.2018
3011,FLOKSİMED,CIPROFLOXACIN,3 mq/ml,Damcı,Flakon 5 ml,1,"EİPİ KO, Misir",1.43,1.72,29.11.2016
3012,FLOKSİMED,CIPROFLOXACIN,3 mq/ml,Məlhəm,Tub 5 q,1,"EİPİ KO, Misir",5.92,7.10,29.11.2016
3013,FLOKSİTARD,LEVOFLOXACIN,5 mq/ml,İnfuziya üçün məhlul,Flakon 100 ml,1,"HELP SA, Yunanıstan",13.52,16.22,29.11.2016
3014,FLORENTİN,CIPROFLOXACIN,250 mq,Tablet,Blister,10,"SPEŞİAL PRODAKTS LAYN SPA, İtaliya",2.45,2.94,29.11.2016
3015,FLORENTİN,CIPROFLOXACIN,500 mq,Tablet,Blister,10,"SPEŞİAL PRODAKTS LAYN SPA, İtaliya",3.73,4.48,29.11.2016
3016,FLORENTİN,CIPROFLOXACIN,750 mq,Tablet,Blister,10,"SPEŞİAL PRODAKTS LAYN SPA, İtaliya",5.61,6.73,29.11.2016
3017,FLOSİKAR,CIPROFLOXACIN,250 mq,Tablet,Blister,30,"DR REDDİ LABORATORİS LTD, Hindistan",5.76,6.91,29.11.2016
3018,FLOSİKAR,CIPROFLOXACIN,500 mq,Tablet,Blister,30,"DR REDDİ LABORATORİS LTD, Hindistan",8.43,10.12,29.11.2016
3019,FLOSTERON,BETAMETHASONE (DIPROPIONATE + SODIUM PHOSPHATE),(5 + 2) mq/ml,İnyeksiya üçün suspenziya,Ampul 1 ml,5,"KRKA DD, Sloveniya",21.93,26.32,18.05.2018
3020,FLOTİK,CIPROFLOXACIN,2 mq/ml,İnfuziya üçün məhlul,Flakon 100 ml,1,"MEFAR İLAÇ SAN AŞ, Türkiyə",4.08,4.90,29.11.2016
3021,FLOTİK,CIPROFLOXACIN,2 mq/ml,İnfuziya üçün məhlul,Flakon 200 ml,1,"MEFAR İLAÇ SAN AŞ, Türkiyə",6.34,7.61,29.11.2016
3022,FLOVANT,LEVOFLOXACIN,500 mq,Tablet,Blister,7,"İLKO İLAÇ SAN VE TİC AŞ, Türkiyə",9.48,11.38,09.12.2017
3023,FLOVANT,LEVOFLOXACIN,750 mq,Tablet,Blister,7,"İLKO İLAÇ SAN VE TİC AŞ, Türkiyə",15.00,18.00,09.12.2017
3024,FLUANKSOL,FLUPENTIXOL DIHYDROCHLORIDE,"0,5 mq",Tablet,Blister,50,"H LUNDBEK A/S, Danimarka",6.85,8.22,29.11.2016
3025,FLUANKSOL,FLUPENTIXOL DIHYDROCHLORIDE,"0,5 mq",Tablet,Blister,100,"H LUNDBEK A/S, Danimarka",10.82,12.98,29.11.2016
3026,FLUANKSOL,FLUPENTIXOL DIHYDROCHLORIDE,5 mq,Tablet,Blister,50,"H LUNDBEK A/S, Danimarka",36.41,43.69,29.11.2016
3027,FLUANKSOL,FLUPENTIXOL DIHYDROCHLORIDE,5 mq,Tablet,Blister,100,"H LUNDBEK A/S, Danimarka",47.79,57.35,29.11.2016
3028,FLUBER-150,FLUCONAZOLE,150 mq,Kapsul,Blister,1,"APOTEKS İNK, Kanada",2.78,3.34,29.11.2016
3029,FLUDARA,FLUDARABINE PHOSPHATE,10 mq,Tablet,Blister,20,"BAYER FARMA AG, Almaniya",924.63,1033.71,29.11.2016
3030,FLUDARA,FLUDARABINE PHOSPHATE,50 mq,İnfuziya məhlulu üçün toz,Flakon,5,"İNTENDİS MANUFAKTURİNQ SPA, İtaliya",1029.59,1150.21,29.11.2016
3031,FLUDİTEK,CARBOCYSTEINE,20 mq/ml,Şərbət,Flakon 125 ml,1,"İNNOTERA KUZİ, Fransa",3.63,4.36,29.11.2016
3032,FLUDİTEK,CARBOCYSTEINE,50 mq/ml,Şərbət,Flakon 125 ml,1,"İNNOTERA KUZİ, Fransa",6.07,7.28,29.11.2016
3033,FLUİFORT,CARBOCYSTEINE LYSINE SALT,"2,7 q",Məhlul hazırlamaq üçün toz,Paket,5,"POLİFARM KO LTD, Tayland",11.47,13.76,29.11.2016
3034,FLUİFORT,CARBOCYSTEINE LYSINE SALT,"2,7 q",Məhlul hazırlamaq üçün toz,Paket,30,"POLİFARM KO LTD, Tayland",30.81,36.97,29.11.2016
3035,FLUİFORT,CARBOCYSTEINE LYSINE SALT,"2,7 q",Məhlul hazırlamaq üçün toz,Paket,50,"POLİFARM KO LTD, Tayland",50.59,60.71,29.11.2016
3036,FLUİFORT,CARBOCYSTEINE LYSINE SALT,90 mq/ml,Şərbət,Flakon 40 ml,1,"M VƏ H MANUFAKTURİNQ KO LTD, Tayland",4.74,5.69,29.11.2016
3037,FLUİFORT,CARBOCYSTEINE LYSINE SALT,90 mq/ml,Şərbət,Flakon 120 ml,1,"M VƏ H MANUFAKTURİNQ KO LTD, Tayland",12.05,14.46,29.11.2016
3038,FLUİMUSİL,ACETYLCYSTEINE,600 mq,Fışıldayan tablet,Blister,10,"ZAMBON SVİTZERLAND LTD, İsveçrə",3.89,4.67,29.11.2016
3039,FLUKAM,FLUCONAZOLE,150 mq,Kapsul,Blister,1,"ANFARM HELLAS SA, Yunanıstan",4.39,5.27,29.11.2016
3040,FLUKAND,FLUCONAZOLE,50 mq,Kapsul,Blister,7,"HİKMA FARMASYUTİKALS, İordaniya",4.79,5.75,29.11.2016
3041,FLUKAND,FLUCONAZOLE,150 mq,Kapsul,Blister,1,"HİKMA FARMASYUTİKALS, İordaniya",2.78,3.34,29.11.2016
3042,FLUKANOL-AF,FLUCONAZOLE,150 mq,Kapsul,Blister,2,"AZERFARM LTD ŞİRKƏTİ, Azərbaycan",5.02,6.02,29.11.2016
3043,FLUKAS-GM,FLUCONAZOLE,100 mq,Kapsul,Blister,1,"RAFARM SA, Yunanıstan",2.68,3.22,29.11.2016
3044,FLUKAS-GM,FLUCONAZOLE,100 mq,Kapsul,Blister,7,"RAFARM SA, Yunanıstan",15.86,19.03,29.11.2016
3045,FLUKNAZ,FLUCONAZOLE,2 mq/ml,İnfuziya üçün məhlul,Flakon 100 ml,1,"İST-FARM MMC, Rusiya",8.88,10.66,29.11.2016
3046,FLUKOFAST,FLUCONAZOLE,150 mq,Kapsul,Blister,1,"MEDANA FARMA SC, Polşa",4.39,5.27,29.11.2016
3047,FLUKOHİL 150,FLUCONAZOLE,150 mq,Kapsul,Blister,1,"DAR AL DAVA DEVELOPMENT END İNVESTMENT KO LTD, İordaniya",2.78,3.34,29.11.2016
3048,FLUKONAZİN HASKO,FLUCONAZOLE,5 mq/ml,Şərbət,Flakon 150 ml,1,"HASKO-LEK SC, Polşa",10.18,12.22,18.05.2018
3049,FLUKONAZOL,FLUCONAZOLE,50 mq,Kapsul,Blister,7,"OZON MMC, Rusiya",1.06,1.27,18.05.2018
3050,FLUKONAZOL,FLUCONAZOLE,50 mq,Tablet,Blister,10,"TEXNOLOQ ÖSC, Ukrayna",2.07,2.48,29.11.2016
3051,FLUKONAZOL,FLUCONAZOLE,100 mq,Tablet,Blister,10,"TEXNOLOQ ÖSC, Ukrayna",3.25,3.90,29.11.2016
3052,FLUKONAZOL,FLUCONAZOLE,150 mq,Kapsul,Blister,1,"OZON MMC, Rusiya",0.38,0.46,18.05.2018
3053,FLUKONAZOL,FLUCONAZOLE,150 mq,Tablet,Blister,2,"TEXNOLOQ ÖSC, Ukrayna",1.90,2.28,29.11.2016
3054,FLUKONAZOL-DARNİTSA,FLUCONAZOLE,50 mq,Kapsul,Blister,10,"DARNİTSA ƏCZAÇILIQ ŞİRKƏTİ ÖSC, Ukrayna",2.08,2.50,29.11.2016
3055,FLUKONAZOL-DARNİTSA,FLUCONAZOLE,100 mq,Kapsul,Blister,10,"DARNİTSA ƏCZAÇILIQ ŞİRKƏTİ ÖSC, Ukrayna",3.54,4.25,29.11.2016
3056,FLUKONAZOL-DARNİTSA,FLUCONAZOLE,150 mq,Kapsul,Blister,1,"DARNİTSA ƏCZAÇILIQ ŞİRKƏTİ ÖSC, Ukrayna",0.80,0.96,29.11.2016
3057,FLUKONAZOL-NELSON,FLUCONAZOLE,150 mq,Kapsul,Blister,1,"ŞANDONG REYANQ FARMASYUTİKAL KO LTD, Çin",0.35,0.42,29.11.2016
3058,FLUKONAZOL-RNP,FLUCONAZOLE,150 mq,Kapsul,Blister,1,"BM RNP FARMASYUTİKALS MMC, Moldova",0.43,0.52,29.11.2016
3059,FLUKONAZOL-ZDOROVYE,FLUCONAZOLE,150 mq,Kapsul,Blister,1,"ZDOROVYE ƏCZAÇILIQ ŞİRKƏTİ MMC, Ukrayna",0.80,0.96,29.11.2016
3060,FLUKONAZOL-ZDOROVYE,FLUCONAZOLE,150 mq,Kapsul,Blister,2,"ZDOROVYE ƏCZAÇILIQ ŞİRKƏTİ MMC, Ukrayna",1.43,1.72,29.11.2016
3061,FLUKONAZOL-ZDOROVYE,FLUCONAZOLE,150 mq,Kapsul,Blister,3,"ZDOROVYE ƏCZAÇILIQ ŞİRKƏTİ MMC, Ukrayna",2.14,2.57,29.11.2016
3062,FLUKORAL,FLUCONAZOLE,150 mq,Kapsul,Blister,1,"BİLİM İLAÇ SAN VE TİC AŞ, Türkiyə",4.39,5.27,29.11.2016
3063,FLUKORİK,FLUCONAZOLE,150 mq,Kapsul,Blister,1,"SAN FARMASYUTİKALS LTD, Hindistan",1.38,1.66,09.12.2017
3064,FLUKORİK,FLUCONAZOLE,150 mq,Kapsul,Blister,2,"SAN FARMASYUTİKALS LTD, Hindistan",2.35,2.82,09.12.2017
3065,FLUKOSTAT,FLUCONAZOLE,50 mq,Kapsul,Blister,7,"FARMSTANDART-LEKSREDSTVA ASC, Rusiya",4.42,5.30,29.11.2016
3066,FLUKOSTAT,FLUCONAZOLE,150 mq,Kapsul,Blister,1,"FARMSTANDART-LEKSREDSTVA ASC, Rusiya",0.63,0.76,29.11.2016
3067,FLUKOSTAT,FLUCONAZOLE,150 mq,Kapsul,Blister,2,"FARMSTANDART-LEKSREDSTVA ASC, Rusiya",1.21,1.45,29.11.2016
3068,FLUKOSTATİN,FLUCONAZOLE,150 mq,Kapsul,Blister,1,"RAFARM SA / SPESİFAR SA, Yunanıstan",4.39,5.27,29.11.2016
3069,FLUKOZAL,FLUCONAZOLE,150 mq,Kapsul,Blister,1,"DELORBİS FARMASYUTİKALS LTD, Kipr",4.39,5.27,29.11.2016
3070,FLUNOL,FLUCONAZOLE,50 mq,Kapsul,Blister,7,"NOBEL İLAÇ SAN VE TİC AŞ, Türkiyə",6.07,7.28,09.12.2017
3071,FLUNOL,FLUCONAZOLE,150 mq,Kapsul,Blister,1,"NOBEL İLAÇ SAN VE TİC AŞ, Türkiyə",4.39,5.27,29.11.2016
3072,FLUNOL,FLUCONAZOLE,150 mq,Kapsul,Blister,2,"NOBEL İLAÇ SAN VE TİC AŞ, Türkiyə",6.75,8.10,09.12.2017
3073,FLUOMİZİN,DEQUALINIUM CHLORIDE,10 mq,Tablet,Blister,6,"MEDİNOVA LTD, İsveçrə",10.75,12.90,29.11.2016
3074,FLUORES,FLUCONAZOLE,50 mq,Kapsul,Blister,7,"ROMFARM KOMPANİ SRL, Rumıniya",6.07,7.28,29.11.2016
3075,FLUORES,FLUCONAZOLE,150 mq,Kapsul,Blister,2,"LABORATORİO FARMASYUTİKO CT SRL, İtaliya",6.75,8.10,29.11.2016
3076,FLUORES,FLUCONAZOLE,150 mq,Kapsul,Blister,2,"ROMFARM KOMPANİ SRL, Rumıniya",6.75,8.10,29.11.2016
3077,FLÜORURASİL FAYZER,FLUOROURACIL,50 mq/ml,İnfuziya üçün məhlul,Flakon 10 ml,6,"ONKOTEK FARMA PRODAKŞN GMBH, Almaniya",27.27,32.72,29.11.2016
3078,FLUPAMİD SR-SANOVEL,INDAPAMIDE,"1,5 mq",Tablet,Blister,30,"SANOVEL İLAÇ SAN VE TİC AŞ, Türkiyə",3.30,3.96,29.11.2016
3079,FLURASEDİL,FLUOROURACIL,50 mq/ml,İnyeksiya üçün məhlul,Flakon 5 ml,1,"TEVA FARMASYUTİKAL SC, Macarıstan",3.52,4.22,29.11.2016
3080,FLURASEDİL,FLUOROURACIL,50 mq/ml,İnyeksiya üçün məhlul,Flakon 5 ml,1,"FARMAXEMİ BV, Niderland",3.52,4.22,29.11.2016
3081,FLURASEDİL,FLUOROURACIL,50 mq/ml,İnyeksiya üçün məhlul,Flakon 10 ml,1,"TEVA FARMASYUTİKAL SC, Macarıstan",4.45,5.34,29.11.2016
3082,FLURASEDİL,FLUOROURACIL,50 mq/ml,İnyeksiya üçün məhlul,Flakon 10 ml,1,"FARMAXEMİ BV, Niderland",4.45,5.34,29.11.2016
3083,FLURASEDİL,FLUOROURACIL,50 mq/ml,İnyeksiya üçün məhlul,Flakon 20 ml,1,"TEVA FARMASYUTİKAL SC, Macarıstan",8.27,9.92,29.11.2016
3084,FLURASEDİL,FLUOROURACIL,50 mq/ml,İnyeksiya üçün məhlul,Flakon 20 ml,1,"FARMAXEMİ BV, Niderland",8.27,9.92,29.11.2016
3085,FLURASEDİL,FLUOROURACIL,50 mq/ml,İnyeksiya üçün məhlul,Flakon 100 ml,1,"TEVA FARMASYUTİKAL SC, Macarıstan",39.24,47.09,29.11.2016
3086,FLURASEDİL,FLUOROURACIL,50 mq/ml,İnyeksiya üçün məhlul,Flakon 100 ml,1,"FARMAXEMİ BV, Niderland",39.24,47.09,29.11.2016
3087,FLURBİN,FLURBIPROFEN SODIUM,"0,3 mq",Damcı,Flakon 5 ml,1,"BEMA FARMA GMBH, Almaniya",4.52,5.42,29.11.2016
3088,FLURBİN,FLURBIPROFEN SODIUM,"0,3 mq",Damcı,Flakon 5 ml,1,"KUPER SA, Yunanıstan",4.14,4.97,29.11.2016
3089,FLUSİNAR,FLUOCINOLONE ACETONIDE,"0,25 mq/q",Məlhəm,Tub 15 q,1,"JELFA ƏCZAÇILIQ MÜƏSSİSƏSİ SC, Polşa",3.73,4.48,29.11.2016
3090,FLUSİNAR,FLUOCINOLONE ACETONIDE,"0,25 mq/q",Gel,Tub 15 q,1,"JELFA ƏCZAÇILIQ MÜƏSSİSƏSİ SC, Polşa",3.23,3.88,29.11.2016
3091,FLUSİNAR AF,FLUOCINOLONE ACETONIDE,"0,25 mq/q",Məlhəm,Tub 15 q,1,"AZERFARM LTD ŞİRKƏTİ, Azərbaycan",1.66,1.99,29.11.2016
3092,FLUSİNAR N,FLUOCINOLONE ACETONIDE + NEOMYCIN SULFATE,"(0,25 + 5) mq/q",Məlhəm,Tub 15 q,1,"JELFA ƏCZAÇILIQ MÜƏSSİSƏSİ SC, Polşa",3.61,4.33,29.11.2016
3093,FLUTİNEKS,FLUTICASONE PROPIONATE,50 mkq/doza,Sprey,"Flakon 120 doza
(14,5 q)",1,"DROGSAN İLAÇLARI SAN VE TİC AŞ, Türkiyə",10.09,12.11,29.11.2016
3094,FLUTİSPREY,FLUTICASONE PROPIONATE,50 mkq/doza,Sprey,"Flakon 120 doza
(15 ml)",1,"EVROPEAN EGİPTİAN FARMASYUTİKAL İND, Misir",5.58,6.70,29.11.2016
3095,FLUZAMED,FLUCONAZOLE,150 mq,Kapsul,Blister,1,"EİPİ KO, Misir",2.78,3.34,29.11.2016
3096,FLUZAMED,FLUCONAZOLE,150 mq,Kapsul,Blister,1,"VÖRLD MEDİSİN İLAÇ SAN VE TİC AŞ, Türkiyə",4.39,5.27,29.11.2016
3097,FLUZAMED,FLUCONAZOLE,150 mq,Kapsul,Blister,2,"VÖRLD MEDİSİN İLAÇ SAN VE TİC AŞ, Türkiyə",6.75,8.10,06.10.2018
3098,FLUZAMED,FLUCONAZOLE,2 mq/ml,İnfuziya üçün məhlul,Flakon 50 ml,1,"MEFAR İLAÇ SAN AŞ, Türkiyə",11.84,14.21,29.11.2016
3099,FLUZAMED,FLUCONAZOLE,2 mq/ml,İnfuziya üçün məhlul,Flakon 50 ml,1,"KLEVA SA, Yunanıstan",11.84,14.21,29.11.2016
3100,FLUZAMED,FLUCONAZOLE,2 mq/ml,İnfuziya üçün məhlul,Flakon 100 ml,1,"KLEVA SA, Yunanıstan",15.82,18.98,29.11.2016
3101,FLUZAMED,FLUCONAZOLE,2 mq/ml,İnfuziya üçün məhlul,Flakon 100 ml,1,"MEFAR İLAÇ SAN AŞ, Türkiyə",15.82,18.98,29.11.2016
3102,FLUZAMED,FLUCONAZOLE,3 mq/ml,Damcı,Flakon 5 ml,1,"İDOL İLAÇ DOLUM SAN VE TİC AŞ, Türkiyə",5.35,6.42,29.11.2016
3103,FOL TURŞUSU,FOLIC ACID,1 mq,Tablet,Blister,50,"VİTAMİNI İSC, Ukrayna",0.65,0.78,09.12.2017
3104,FOL TURŞUSU,FOLIC ACID,1 mq,Tablet,Blister,50,"TEXNOLOQ ÖSC, Ukrayna",0.74,0.89,29.11.2016
3105,FOL TURŞUSU,FOLIC ACID,1 mq,Tablet,Blister,50,"BORİSOV DƏRMAN PREPARATLARI MÜƏSSİSƏSİ ASC, Belarus",0.62,0.74,29.11.2016
3106,FOL TURŞUSU,FOLIC ACID,1 mq,Tablet,Blister,50,"VALENTA FARMASEVTİKA ASC, Rusiya",0.81,0.97,29.11.2016
3107,FOL TURŞUSU,FOLIC ACID,5 mq,Tablet,Blister,50,"TEXNOLOQ ÖSC, Ukrayna",1.35,1.62,29.11.2016
3108,FOLASİN,FOLIC ACID,5 mq,Tablet,Blister,10,"SC YADRAN QALENSKİY LABORATORİY, Xorvatiya",1.88,2.26,29.11.2016
3109,FOLASİN,FOLIC ACID,5 mq,Tablet,Blister,30,"SC YADRAN QALENSKİY LABORATORİY, Xorvatiya",4.49,5.39,29.11.2016
3110,FOLİRON,IRON (FERROUS FUMARATE) + FOLIC ACID,"(310 + 0,35) mq",Tablet,Blister,10,"REMEDİKA LTD, Kipr",1.61,1.93,29.11.2016
